0.8     -103.25978658623944
0.9     -106.07324677887962
1.0     -108.12272794681064
1.1     -109.60455897546487
1.2     -110.66865121687744
1.3     -111.42657169432009
1.4     -111.96069416118073
1.5     -112.3320532084407
1.6     -112.58583360854587
1.7     -112.75520295830255
1.7999999999999998     -112.86423401797363
1.9     -112.93025804188463
2.0     -112.9657279724274
2.0999999999999996     -112.97961774089833
2.2     -112.97842591746758
2.3     -112.96687963324942
2.4     -112.94842663654273
2.5     -112.92558120113172
2.5999999999999996     -112.90016930773932
2.7     -112.87350453337677
2.8     -112.84651666082442
2.8999999999999995     -112.81984830574689
3.0     -112.7939292488866
3.0999999999999996     -112.76903344182368
3.2     -112.74531973801936
3.3     -112.72286022387563
3.3999999999999995     -112.70168716733247
3.5     -112.68188045364404
3.5999999999999996     -112.66357971860654
3.7     -112.64688741209874
3.8     -112.63181890285892
3.8999999999999995     -112.61832571374532
4.0     -112.60632941403034
4.1     -112.5957399372572
4.2     -112.58646123897455
4.3     -112.5783916675293
4.3999999999999995     -112.57142384904876
4.5     -112.56544596154754
4.6     -112.56034464814806
4.699999999999999     -112.55600883062215
4.8     -112.55233344572252
4.8999999999999995     -112.54922233764724
4.999999999999999     -112.54658995009794
5.1     -112.54436185959807
5.199999999999999     -112.54247440682207
5.3     -112.54087376541469
5.3999999999999995     -112.53951474234786
5.499999999999999     -112.5383595127934
5.6     -112.5373764378236
5.699999999999999     -112.53653901177687
5.8     -112.53582496893243
5.8999999999999995     -112.53521554965076
5.999999999999999     -112.53469490091612
6.1     -112.53424959393945
6.199999999999999     -112.53386824629628
6.299999999999999     -112.53354119223297
6.3999999999999995     -112.53326023291561
6.499999999999999     -112.53301841997414
6.6     -112.53280988152648
6.699999999999999     -112.53262968130782
6.799999999999999     -112.53247363568369
6.8999999999999995     -112.53233821106907
6.999999999999999     -112.53222050004447
7.1     -112.5321179776854
7.199999999999999     -112.53202861396544
7.299999999999999     -112.53195063364512
7.3999999999999995     -112.53188253426153
7.499999999999999     -112.53182304737726
7.6     -112.53177114615522
7.699999999999999     -112.53172588979315
7.799999999999999     -112.53168642427349
7.8999999999999995     -112.5316520406363
7.999999999999999     -112.53162219233467
8.1     -112.53159613245577
8.2     -112.53157335539605
8.299999999999999     -112.53150315135348
8.4     -112.5314962174528
8.5     -112.53148972686033
8.6     -112.53148370769131
8.7     -112.53149869379365
8.799999999999999     -112.5314728959148
8.9     -112.53143549891406
9.0     -112.53147375483957
